sample_id,dialogue_id,utterance_id,speaker,utterance,context,gold_label,video_path,frame_paths,source_split,is_demo
S0021,82,3,Joey,"Yeah, he doesnt like me.","Joey: Pretty great! Except I did get a little attitude from the robot. Chandler: Damn those robots, theyre supposed to be our Joey: Anyway, it wasnt the robot, it was the guy who controls him.",anger,/home/asterich/code/python/emotional_computing_lab/data/raw/MELD.Raw/dev_splits_complete/dia82_utt3.mp4,frames/extracted_frames/S0021/frame_000019.jpg|frames/extracted_frames/S0021/frame_000038.jpg|frames/extracted_frames/S0021/frame_000057.jpg,dev,false
S0022,82,5,Joey,knock over the sandwich right when I was reaching for one!,"Joey: Anyway, it wasnt the robot, it was the guy who controls him. Joey: Yeah, he doesnt like me. Joey: He had C.H.E.E.S.E.",anger,/home/asterich/code/python/emotional_computing_lab/data/raw/MELD.Raw/dev_splits_complete/dia82_utt5.mp4,frames/extracted_frames/S0022/frame_000027.jpg|frames/extracted_frames/S0022/frame_000054.jpg|frames/extracted_frames/S0022/frame_000081.jpg,dev,false
S0023,83,0,Monica,Oh good God! If you want a baby so bad just go steal it!,,anger,/home/asterich/code/python/emotional_computing_lab/data/raw/MELD.Raw/dev_splits_complete/dia83_utt0.mp4,frames/extracted_frames/S0023/frame_000021.jpg|frames/extracted_frames/S0023/frame_000042.jpg|frames/extracted_frames/S0023/frame_000063.jpg,dev,false
S0024,83,3,Monica,What?,Monica: Oh good God! If you want a baby so bad just go steal it! Monica: What is going on with you? Since when are you so crazy about babies? Chandler: Im not crazy about babies. Im crazy about us.,surprise,/home/asterich/code/python/emotional_computing_lab/data/raw/MELD.Raw/dev_splits_complete/dia83_utt3.mp4,frames/extracted_frames/S0024/frame_000006.jpg|frames/extracted_frames/S0024/frame_000013.jpg|frames/extracted_frames/S0024/frame_000019.jpg,dev,false
S0025,85,16,Joey,Ken Adams!!,"Rachel: I heard it from my friend Irene who heard it from some guy! Joey: Some guy!! Rachel: No. No, she told me his name was Ken Adams.",surprise,/home/asterich/code/python/emotional_computing_lab/data/raw/MELD.Raw/dev_splits_complete/dia85_utt16.mp4,frames/extracted_frames/S0025/frame_000008.jpg|frames/extracted_frames/S0025/frame_000017.jpg|frames/extracted_frames/S0025/frame_000025.jpg,dev,false
S0026,86,2,Ross,Some days it's all I can think about.,"Ross: How we doing, you guys ready? Monica: Mom already called this morning to remind me not to wear my hair up. Did you know my ears are not my best feature?",neutral,/home/asterich/code/python/emotional_computing_lab/data/raw/MELD.Raw/dev_splits_complete/dia86_utt2.mp4,frames/extracted_frames/S0026/frame_000013.jpg|frames/extracted_frames/S0026/frame_000027.jpg|frames/extracted_frames/S0026/frame_000040.jpg,dev,false
S0027,88,1,Monica,"Well umm, Alexandra has been",Phoebe: I cant believe this! How long as this been going on?,neutral,/home/asterich/code/python/emotional_computing_lab/data/raw/MELD.Raw/dev_splits_complete/dia88_utt1.mp4,frames/extracted_frames/S0027/frame_000016.jpg|frames/extracted_frames/S0027/frame_000032.jpg|frames/extracted_frames/S0027/frame_000048.jpg,dev,false
S0028,90,2,Rachel,"I don't know, I just kinda ran into him last night.","Rachel: Ok, Paulo, why don't you just go get dressed, and then you be on your way, ok, bye-bye. Monica: Rachel, how did this happen?",fear,/home/asterich/code/python/emotional_computing_lab/data/raw/MELD.Raw/dev_splits_complete/dia90_utt2.mp4,frames/extracted_frames/S0028/frame_000014.jpg|frames/extracted_frames/S0028/frame_000028.jpg|frames/extracted_frames/S0028/frame_000042.jpg,dev,false
S0029,91,4,Joey,What is the big deal?,"Ross: It's breast milk. Phoebe: So? Rachel: Phoebe, that is juice, squeezed from a person.",anger,/home/asterich/code/python/emotional_computing_lab/data/raw/MELD.Raw/dev_splits_complete/dia91_utt4.mp4,frames/extracted_frames/S0029/frame_000016.jpg|frames/extracted_frames/S0029/frame_000033.jpg|frames/extracted_frames/S0029/frame_000050.jpg,dev,false
S0030,94,2,Ross,That would be no.,"Chandler: Of course the packaging does appeal to grown-ups and kids alike. Carol: Ross, you're being silly. I've tried it, it's no big deal. Just taste it.",disgust,/home/asterich/code/python/emotional_computing_lab/data/raw/MELD.Raw/dev_splits_complete/dia94_utt2.mp4,frames/extracted_frames/S0030/frame_000011.jpg|frames/extracted_frames/S0030/frame_000022.jpg|frames/extracted_frames/S0030/frame_000033.jpg,dev,false
S0031,94,9,Ross,"Oh, you've tasted it.",Joey: Exactly. Ross: You've tasted it? You've tasted it. Susan: Uh huh.,anger,/home/asterich/code/python/emotional_computing_lab/data/raw/MELD.Raw/dev_splits_complete/dia94_utt9.mp4,frames/extracted_frames/S0031/frame_000011.jpg|frames/extracted_frames/S0031/frame_000022.jpg|frames/extracted_frames/S0031/frame_000033.jpg,dev,false
S0032,1,1,Joey,Push!,"Joey: Come on, Lydia, you can do it.",joy,/home/asterich/code/python/emotional_computing_lab/data/raw/MELD.Raw/output_repeated_splits_test/dia1_utt1.mp4,frames/extracted_frames/S0032/frame_000004.jpg|frames/extracted_frames/S0032/frame_000008.jpg|frames/extracted_frames/S0032/frame_000012.jpg,test,false
S0033,100,14,Phoebe,Why are there only two of you?,"Phoebe: All right. Phoebe: Well, thats just the way that goes. Phoebe: Okay, good.",fear,/home/asterich/code/python/emotional_computing_lab/data/raw/MELD.Raw/output_repeated_splits_test/dia100_utt14.mp4,frames/extracted_frames/S0033/frame_000011.jpg|frames/extracted_frames/S0033/frame_000023.jpg|frames/extracted_frames/S0033/frame_000034.jpg,test,false
S0034,102,4,Rachel,"Ohh, well, this is just perfect!","Phoebe: Yeah, she was bald, shes not now. Rachel: How could you not tell me that she has hair? Phoebe: I dont know, I hardly ever say that about people.",anger,/home/asterich/code/python/emotional_computing_lab/data/raw/MELD.Raw/output_repeated_splits_test/dia102_utt4.mp4,frames/extracted_frames/S0034/frame_000011.jpg|frames/extracted_frames/S0034/frame_000022.jpg|frames/extracted_frames/S0034/frame_000033.jpg,test,false
S0035,108,6,Monica,"Oh! Ohhhhh! Oh! Phoebe, come here. Aw, this is my new bed. You gotta feel this bad boy.","Phoebe: I mean if you buy a bed from Janices ex-husband, thats like betraying Chandler. Monica: Not at these prices. Phoebe: Hi. Y'know in England this car would be on the other side of the store.  Woo!",joy,/home/asterich/code/python/emotional_computing_lab/data/raw/MELD.Raw/output_repeated_splits_test/dia108_utt6.mp4,frames/extracted_frames/S0035/frame_000063.jpg|frames/extracted_frames/S0035/frame_000126.jpg|frames/extracted_frames/S0035/frame_000189.jpg,test,false
S0036,111,8,Mrs. Bing,"I'm sorry, honey, I promise it will never happen again.",Chandler: Really stupid. Mrs. Bing: Really stupid. Mrs. Bing: And I don't even know how it happened.,sadness,/home/asterich/code/python/emotional_computing_lab/data/raw/MELD.Raw/output_repeated_splits_test/dia111_utt8.mp4,frames/extracted_frames/S0036/frame_000023.jpg|frames/extracted_frames/S0036/frame_000046.jpg|frames/extracted_frames/S0036/frame_000069.jpg,test,false
S0037,113,4,Monica,No-no! Don't do it! Don't!,"Chandler: Four hours? You guys have been doing this for four hours? Joey: That's right baby. Chandler: All right, let me in.",fear,/home/asterich/code/python/emotional_computing_lab/data/raw/MELD.Raw/output_repeated_splits_test/dia113_utt4.mp4,frames/extracted_frames/S0037/frame_000010.jpg|frames/extracted_frames/S0037/frame_000021.jpg|frames/extracted_frames/S0037/frame_000032.jpg,test,false
S0038,115,3,Ross,Shielding your face and shrieking like a girl... is not a backhand.,"Sarah: So thats two boxes of the Holiday Macaroons. On behalf of the Brown Birds of America, I salute you. Ross: Just admit it Chandler, you have no backhand. Chandler: Excuse me little one, I have a very solid backhand.",disgust,/home/asterich/code/python/emotional_computing_lab/data/raw/MELD.Raw/output_repeated_splits_test/dia115_utt3.mp4,frames/extracted_frames/S0038/frame_000032.jpg|frames/extracted_frames/S0038/frame_000065.jpg|frames/extracted_frames/S0038/frame_000098.jpg,test,false
S0039,123,15,Phoebe,Okay. But the question is whos gonna go first. Cause whoever goes second is the bitch.,"Monica: Okay well then, Ill fire him today and you go out with him for another week. Phoebe: Are you kidding?! Another week with that sip, Ill kill Monica: Okay well, then well both do it today and hell just have to deal with it!",sadness,/home/asterich/code/python/emotional_computing_lab/data/raw/MELD.Raw/output_repeated_splits_test/dia123_utt15.mp4,frames/extracted_frames/S0039/frame_000029.jpg|frames/extracted_frames/S0039/frame_000059.jpg|frames/extracted_frames/S0039/frame_000088.jpg,test,false
S0040,125,17,Joey,Were not even shootin them anymore?!!,"Joey: Like theyre taking it off the air? Joey: Ohh. Joey: All right, see you Monday.",surprise,/home/asterich/code/python/emotional_computing_lab/data/raw/MELD.Raw/output_repeated_splits_test/dia125_utt17.mp4,frames/extracted_frames/S0040/frame_000012.jpg|frames/extracted_frames/S0040/frame_000025.jpg|frames/extracted_frames/S0040/frame_000037.jpg,test,false
S0041,130,10,Emily,I dont think Id be comfortable with any of my old lovers there.,Ross: Sure. Why not? Emily: Really? Ross: Yeah?,sadness,/home/asterich/code/python/emotional_computing_lab/data/raw/MELD.Raw/output_repeated_splits_test/dia130_utt10.mp4,frames/extracted_frames/S0041/frame_000028.jpg|frames/extracted_frames/S0041/frame_000056.jpg|frames/extracted_frames/S0041/frame_000084.jpg,test,false
S0042,130,11,Ross,"Wait-wait-wait, do you, do you think, maybe we shouldnt invite her?",Emily: Really? Ross: Yeah? Emily: I dont think Id be comfortable with any of my old lovers there.,fear,/home/asterich/code/python/emotional_computing_lab/data/raw/MELD.Raw/output_repeated_splits_test/dia130_utt11.mp4,frames/extracted_frames/S0042/frame_000016.jpg|frames/extracted_frames/S0042/frame_000032.jpg|frames/extracted_frames/S0042/frame_000048.jpg,test,false
S0043,138,1,Ross,Who cares? I repel women.,"Chandler: Okay, is this lamp in the same place?",disgust,/home/asterich/code/python/emotional_computing_lab/data/raw/MELD.Raw/output_repeated_splits_test/dia138_utt1.mp4,frames/extracted_frames/S0043/frame_000015.jpg|frames/extracted_frames/S0043/frame_000031.jpg|frames/extracted_frames/S0043/frame_000047.jpg,test,false
S0044,139,3,Ross,Hi Jill!,"Jill: Its yours! Rachel: Yeah well, Im-Im a slut. Jill: Me too.",joy,/home/asterich/code/python/emotional_computing_lab/data/raw/MELD.Raw/output_repeated_splits_test/dia139_utt3.mp4,frames/extracted_frames/S0044/frame_000006.jpg|frames/extracted_frames/S0044/frame_000012.jpg|frames/extracted_frames/S0044/frame_000018.jpg,test,false
S0045,147,2,Joey,"Uh, it's 2:30 in the morning!","Chandler: Shut-out!! Monica: Where are you guys going? Come on, one more game!",sadness,/home/asterich/code/python/emotional_computing_lab/data/raw/MELD.Raw/output_repeated_splits_test/dia147_utt2.mp4,frames/extracted_frames/S0045/frame_000019.jpg|frames/extracted_frames/S0045/frame_000039.jpg|frames/extracted_frames/S0045/frame_000058.jpg,test,false
S0046,160,9,Joey,I did not cry my eyes out!!,"Monica: Dont I deserve a few tears?!! Monica: I mean we-we told Joey, he cried his eyes out! Joey: Hey!",anger,/home/asterich/code/python/emotional_computing_lab/data/raw/MELD.Raw/output_repeated_splits_test/dia160_utt9.mp4,frames/extracted_frames/S0046/frame_000019.jpg|frames/extracted_frames/S0046/frame_000039.jpg|frames/extracted_frames/S0046/frame_000059.jpg,test,false
S0047,170,3,Phoebe,I wanna see whats in your hand. I wanna see the trash.,"Joey: Oh my God, youre back! Phoebe: Ohh, let me see it! Let me see your hand! Monica: Why do you want to see my hand?",disgust,/home/asterich/code/python/emotional_computing_lab/data/raw/MELD.Raw/output_repeated_splits_test/dia170_utt3.mp4,frames/extracted_frames/S0047/frame_000016.jpg|frames/extracted_frames/S0047/frame_000033.jpg|frames/extracted_frames/S0047/frame_000050.jpg,test,false
S0048,170,4,Phoebe,"Eww! Oh, its all dirty. You should throw this out.","Phoebe: Ohh, let me see it! Let me see your hand! Monica: Why do you want to see my hand? Phoebe: I wanna see whats in your hand. I wanna see the trash.",disgust,/home/asterich/code/python/emotional_computing_lab/data/raw/MELD.Raw/output_repeated_splits_test/dia170_utt4.mp4,frames/extracted_frames/S0048/frame_000024.jpg|frames/extracted_frames/S0048/frame_000048.jpg|frames/extracted_frames/S0048/frame_000072.jpg,test,false
S0049,174,5,Rachel,"Hi! Oh, Im so glad you called.","Rachel: Oh, thank you thats very helpful, Im glad you came over. Rachel: Hello. Ross: Hi! Its me.",joy,/home/asterich/code/python/emotional_computing_lab/data/raw/MELD.Raw/output_repeated_splits_test/dia174_utt5.mp4,frames/extracted_frames/S0049/frame_000020.jpg|frames/extracted_frames/S0049/frame_000040.jpg|frames/extracted_frames/S0049/frame_000060.jpg,test,false
S0050,182,7,Phoebe,Whoa!,"Phoebe: Help! Phoebe: Oh good! Phoebe: Thank you, I need that.",surprise,/home/asterich/code/python/emotional_computing_lab/data/raw/MELD.Raw/output_repeated_splits_test/dia182_utt7.mp4,frames/extracted_frames/S0050/frame_000006.jpg|frames/extracted_frames/S0050/frame_000013.jpg|frames/extracted_frames/S0050/frame_000020.jpg,test,false
S0051,184,6,Monica,"Oh myThis is so embarrassing. Oh my God, Im never gonna get massaged again!",Phoebe: Oo God! Phoebe: What are you looking at?! Phoebe: I mean hi.,fear,/home/asterich/code/python/emotional_computing_lab/data/raw/MELD.Raw/output_repeated_splits_test/dia184_utt6.mp4,frames/extracted_frames/S0051/frame_000021.jpg|frames/extracted_frames/S0051/frame_000043.jpg|frames/extracted_frames/S0051/frame_000065.jpg,test,false
S0052,205,3,Monica,Oh my God. You guys! You gotta come see this! There's some creep out there with a telescope!,"Chandler: I can't believe you would actually say that. I would much rather be Mr.Peanut than Mr.Salty. Joey: No way! Mr.Salty is a sailor, all right, he's got to be, like, thetoughest snack there is. Ross: I don't know, you don't wanna mess with corn nuts. They're craaazy.",fear,/home/asterich/code/python/emotional_computing_lab/data/raw/MELD.Raw/output_repeated_splits_test/dia205_utt3.mp4,frames/extracted_frames/S0052/frame_000027.jpg|frames/extracted_frames/S0052/frame_000055.jpg|frames/extracted_frames/S0052/frame_000083.jpg,test,false
S0053,212,6,Janice,"On no! No! Its not good-bye, Im not leaving until you get on that plane.","Janice: Yknow? Janice: Besides, somebody had to ride in that other taxi with the rest of your luggage, and your friends dont really seem to care too much that youre leaving. Chandler: Well, were really not that close.  Okay, so I guess this is uh, good-bye then.",sadness,/home/asterich/code/python/emotional_computing_lab/data/raw/MELD.Raw/output_repeated_splits_test/dia212_utt6.mp4,frames/extracted_frames/S0053/frame_000018.jpg|frames/extracted_frames/S0053/frame_000036.jpg|frames/extracted_frames/S0053/frame_000054.jpg,test,false
S0054,215,7,David,I-I do though.,"Phoebe: Thats good. I got to admit, I thought it was something else. David: Yeah, I Well I really actually wanted to say umm, that, but um, I figured I probably shouldnt because yknow, Ihave to leave. Phoebe: Youre right! Youre right. Dont say it.",sadness,/home/asterich/code/python/emotional_computing_lab/data/raw/MELD.Raw/output_repeated_splits_test/dia215_utt7.mp4,frames/extracted_frames/S0054/frame_000007.jpg|frames/extracted_frames/S0054/frame_000015.jpg|frames/extracted_frames/S0054/frame_000023.jpg,test,false
S0055,217,1,Ross,Why are we in bed together?,Rachel: Ohhh!,surprise,/home/asterich/code/python/emotional_computing_lab/data/raw/MELD.Raw/output_repeated_splits_test/dia217_utt1.mp4,frames/extracted_frames/S0055/frame_000008.jpg|frames/extracted_frames/S0055/frame_000017.jpg|frames/extracted_frames/S0055/frame_000026.jpg,test,false
S0056,22,9,Monica,Chandler that's crazy!,"Chandler: Well, y'know, you and me, it had to end sometime. Monica: Why, exactly? Chandler: Because of the weekend, we had a fight.",surprise,/home/asterich/code/python/emotional_computing_lab/data/raw/MELD.Raw/output_repeated_splits_test/dia22_utt9.mp4,frames/extracted_frames/S0056/frame_000015.jpg|frames/extracted_frames/S0056/frame_000030.jpg|frames/extracted_frames/S0056/frame_000045.jpg,test,false
S0057,222,5,Rachel,I got my hair coloured!,Rachel: Sorry. Rachel: Im so exited! Rachel: Ive been waiting for this for months!,joy,/home/asterich/code/python/emotional_computing_lab/data/raw/MELD.Raw/output_repeated_splits_test/dia222_utt5.mp4,frames/extracted_frames/S0057/frame_000010.jpg|frames/extracted_frames/S0057/frame_000020.jpg|frames/extracted_frames/S0057/frame_000030.jpg,test,false
S0058,231,1,Chandler,"See, yes.",Chandler: I know.,neutral,/home/asterich/code/python/emotional_computing_lab/data/raw/MELD.Raw/output_repeated_splits_test/dia231_utt1.mp4,frames/extracted_frames/S0058/frame_000012.jpg|frames/extracted_frames/S0058/frame_000025.jpg|frames/extracted_frames/S0058/frame_000038.jpg,test,false
S0059,232,7,Monica,I might've said that.  Why is that funny?,"Chandler: Yeah, I don't think he's up to meeting everyone yet. Rachel: I dont care! I wanna meet this guy who's the best sex she ever had! Chandler: Really?! That's what you heard?  You said that?",neutral,/home/asterich/code/python/emotional_computing_lab/data/raw/MELD.Raw/output_repeated_splits_test/dia232_utt7.mp4,frames/extracted_frames/S0059/frame_000036.jpg|frames/extracted_frames/S0059/frame_000073.jpg|frames/extracted_frames/S0059/frame_000109.jpg,test,false
S0060,233,6,Phoebe,"We did have fun, didn't we?","Rachel: It wouldn't have mattered anyway, Phoebe, you and I are, are gonna live together, we're roommates; that's the deal. Phoebe: Yes, but I wanted you to want to live with me, but okay, if you're having so much fun over here Rachel: Oh, it's so much more fun with you.",joy,/home/asterich/code/python/emotional_computing_lab/data/raw/MELD.Raw/output_repeated_splits_test/dia233_utt6.mp4,frames/extracted_frames/S0060/frame_000006.jpg|frames/extracted_frames/S0060/frame_000013.jpg|frames/extracted_frames/S0060/frame_000019.jpg,test,false
S0061,234,9,Monica,"Umm, going to the beach. When it stays light real late.","Tommy: What are you just some big, dumb, stupid, doofy idiot, with a doofy idiot hairdo, huh?! Tommy: Huh? Rachel: Whats your favourite thing about summertime?",neutral,/home/asterich/code/python/emotional_computing_lab/data/raw/MELD.Raw/output_repeated_splits_test/dia234_utt9.mp4,frames/extracted_frames/S0061/frame_000023.jpg|frames/extracted_frames/S0061/frame_000047.jpg|frames/extracted_frames/S0061/frame_000070.jpg,test,false
S0062,237,5,Chandler,"Eight and a half hours of aptitude tests, intelligence tests, personality tests... and what do I learn?","Monica: Yeah, well, is that Joey: I don't know. We're talking about whipped fish, Monica. I'm just happy I'm keeping it down, y'know? Rachel: My God! What happened to you?",disgust,/home/asterich/code/python/emotional_computing_lab/data/raw/MELD.Raw/output_repeated_splits_test/dia237_utt5.mp4,frames/extracted_frames/S0062/frame_000045.jpg|frames/extracted_frames/S0062/frame_000090.jpg|frames/extracted_frames/S0062/frame_000135.jpg,test,false
S0063,244,6,Chandler,"Well lets see, there was the guy with the ferrets, thats plural.","Ross: Hey. Chandler: Im never gonna find a roommate, ever. Phoebe: Why, nobody good?",disgust,/home/asterich/code/python/emotional_computing_lab/data/raw/MELD.Raw/output_repeated_splits_test/dia244_utt6.mp4,frames/extracted_frames/S0063/frame_000051.jpg|frames/extracted_frames/S0063/frame_000103.jpg|frames/extracted_frames/S0063/frame_000155.jpg,test,false
