source_experiment,mapping_strategy,sample_id,dialogue_id,utterance_id,speaker,utterance,context,gold_label,input_condition,free_emotions,free_emotions_norm,mapped_label,mapping_covered,mapping_confidence,mapping_reason,is_correct
open_vocab,dictionary,S0014,40,8,Rachel,"Good-good, dont tell him. Dont tell him. Just have him call me okay?","Joey: What? II just figured since youre pregnant youre not gonna be seeing people. Rachel: Okay Joey, first of all Kash Ford is not people. Second of all, what did he say when you told him I was pregnant? Joey: I didnt tell him. I didnt know if you were telling people. This is back when I thought Kash was still people.",fear,text + context + image,cautious|determined,cautious|determined,unmapped,false,0.0,No normalized emotion word matched the dictionary.,false
open_vocab,llm,S0014,40,8,Rachel,"Good-good, dont tell him. Dont tell him. Just have him call me okay?","Joey: What? II just figured since youre pregnant youre not gonna be seeing people. Rachel: Okay Joey, first of all Kash Ford is not people. Second of all, what did he say when you told him I was pregnant? Joey: I didnt tell him. I didnt know if you were telling people. This is back when I thought Kash was still people.",fear,text + context + image,cautious|determined,cautious|determined,neutral,true,0.9,"The fine-grained emotions 'cautious' and 'determined' suggest a balanced, non-extreme emotional state. Rachel's tone appears deliberate but not strongly charged with any specific coarse emotion like anger, joy, or fear. The context of her request to keep something private aligns most closely with a neutral emotional label.",false
open_vocab,hybrid,S0014,40,8,Rachel,"Good-good, dont tell him. Dont tell him. Just have him call me okay?","Joey: What? II just figured since youre pregnant youre not gonna be seeing people. Rachel: Okay Joey, first of all Kash Ford is not people. Second of all, what did he say when you told him I was pregnant? Joey: I didnt tell him. I didnt know if you were telling people. This is back when I thought Kash was still people.",fear,text + context + image,cautious|determined,cautious|determined,neutral,true,0.9,"The fine-grained emotions 'cautious' and 'determined' suggest a balanced, non-extreme emotional state. Rachel's tone appears deliberate but not strongly charged with any specific coarse emotion like anger, joy, or fear. The context of her request to keep something private aligns most closely with a neutral emotional label.",false
open_vocab,dictionary,S0015,54,5,Rachel,"See, there's always one guy.  ""If I had a wish, I'd wish for three more wishes.""","Phoebe: If I were omnipotent for a day, I would want, um, world peace, no more hunger, good things for the rain-forest...And bigger boobs! Ross: Yeah, see.. you took mine. Chandler, what about you? Chandler: Uh, if I were omnipotent for a day, I'd.. make myself omnipotent forever.",disgust,text + context + image,sarcastic|amused,sarcastic|amused,joy,true,0.75,Dictionary majority vote.,false
open_vocab,llm,S0015,54,5,Rachel,"See, there's always one guy.  ""If I had a wish, I'd wish for three more wishes.""","Phoebe: If I were omnipotent for a day, I would want, um, world peace, no more hunger, good things for the rain-forest...And bigger boobs! Ross: Yeah, see.. you took mine. Chandler, what about you? Chandler: Uh, if I were omnipotent for a day, I'd.. make myself omnipotent forever.",disgust,text + context + image,sarcastic|amused,sarcastic|amused,joy,true,0.9,"The fine-grained emotion 'amused' aligns closely with the coarse label 'joy', as it reflects a light-hearted and positive reaction to the situation.",false
open_vocab,hybrid,S0015,54,5,Rachel,"See, there's always one guy.  ""If I had a wish, I'd wish for three more wishes.""","Phoebe: If I were omnipotent for a day, I would want, um, world peace, no more hunger, good things for the rain-forest...And bigger boobs! Ross: Yeah, see.. you took mine. Chandler, what about you? Chandler: Uh, if I were omnipotent for a day, I'd.. make myself omnipotent forever.",disgust,text + context + image,sarcastic|amused,sarcastic|amused,joy,true,0.75,Dictionary majority vote.,false
open_vocab,dictionary,S0016,54,10,Joey,"Hey, if Little Joey's dead, then I got no reason to live!","Monica: Hey, Joey, what would you do if you were omnipotent? Joey: Probably kill myself! Monica: ..Excuse me?",sadness,text + context + image,despair|melancholy,despair|melancholy,unmapped,false,0.0,No normalized emotion word matched the dictionary.,false
open_vocab,llm,S0016,54,10,Joey,"Hey, if Little Joey's dead, then I got no reason to live!","Monica: Hey, Joey, what would you do if you were omnipotent? Joey: Probably kill myself! Monica: ..Excuse me?",sadness,text + context + image,despair|melancholy,despair|melancholy,sadness,true,0.95,"The fine-grained emotions 'despair' and 'melancholy' align closely with the coarse emotion label 'sadness,' as they both convey deep emotional sorrow and a sense of hopelessness.",true
open_vocab,hybrid,S0016,54,10,Joey,"Hey, if Little Joey's dead, then I got no reason to live!","Monica: Hey, Joey, what would you do if you were omnipotent? Joey: Probably kill myself! Monica: ..Excuse me?",sadness,text + context + image,despair|melancholy,despair|melancholy,sadness,true,0.95,"The fine-grained emotions 'despair' and 'melancholy' align closely with the coarse emotion label 'sadness,' as they both convey deep emotional sorrow and a sense of hopelessness.",true
open_vocab,dictionary,S0018,6,0,Phoebe,"Oh, it's so romantic to send people off on their honeymoon.",,joy,text + context + image,nostalgia|affection,nostalgia|affection,sadness,true,0.75,Dictionary majority vote.,false
open_vocab,llm,S0018,6,0,Phoebe,"Oh, it's so romantic to send people off on their honeymoon.",,joy,text + context + image,nostalgia|affection,nostalgia|affection,joy,true,0.9,"The fine-grained emotions 'nostalgia' and 'affection' align closely with the coarse emotion label 'joy,' as they evoke positive, sentimental feelings.",true
open_vocab,hybrid,S0018,6,0,Phoebe,"Oh, it's so romantic to send people off on their honeymoon.",,joy,text + context + image,nostalgia|affection,nostalgia|affection,sadness,true,0.75,Dictionary majority vote.,false
open_vocab,dictionary,S0017,56,9,Joey,"Listen, I ah, I gotta say good bye, and-and I gotta say it quick cause this is killing me.","Joey: In a minute!! Lauren: So this is it? Victor? Joey: Yeah, I guess it is.",sadness,text + context + image,sadness|urgency,sadness|urgency,unmapped,false,0.0,No normalized emotion word matched the dictionary.,false
open_vocab,llm,S0017,56,9,Joey,"Listen, I ah, I gotta say good bye, and-and I gotta say it quick cause this is killing me.","Joey: In a minute!! Lauren: So this is it? Victor? Joey: Yeah, I guess it is.",sadness,text + context + image,sadness|urgency,sadness|urgency,sadness,true,0.9,"The fine-grained emotion 'sadness' is the dominant label, as Joey expresses a strong sense of sadness while saying goodbye. The urgency is secondary and does not override the primary emotion.",true
open_vocab,hybrid,S0017,56,9,Joey,"Listen, I ah, I gotta say good bye, and-and I gotta say it quick cause this is killing me.","Joey: In a minute!! Lauren: So this is it? Victor? Joey: Yeah, I guess it is.",sadness,text + context + image,sadness|urgency,sadness|urgency,sadness,true,0.9,"The fine-grained emotion 'sadness' is the dominant label, as Joey expresses a strong sense of sadness while saying goodbye. The urgency is secondary and does not override the primary emotion.",true
open_vocab,dictionary,S0019,67,6,Monica,Whats the charity?,"Chandler: Well, of course I do! My good friend Joey over here. Joey: Oh, Im sorry. Thank you Chandler. Rachel: Anyway, theres this big charity ball this weekend and Ralph Lauren bought a table, so I kinda have to go",neutral,text + context + image,curious|inquisitive,curious|inquisitive,surprise,true,0.75,Dictionary majority vote.,false
open_vocab,llm,S0019,67,6,Monica,Whats the charity?,"Chandler: Well, of course I do! My good friend Joey over here. Joey: Oh, Im sorry. Thank you Chandler. Rachel: Anyway, theres this big charity ball this weekend and Ralph Lauren bought a table, so I kinda have to go",neutral,text + context + image,curious|inquisitive,curious|inquisitive,surprise,true,0.9,"The fine-grained emotion 'curious|inquisitive' aligns closely with the coarse label 'surprise', as it reflects an unexpected or novel inquiry.",false
open_vocab,hybrid,S0019,67,6,Monica,Whats the charity?,"Chandler: Well, of course I do! My good friend Joey over here. Joey: Oh, Im sorry. Thank you Chandler. Rachel: Anyway, theres this big charity ball this weekend and Ralph Lauren bought a table, so I kinda have to go",neutral,text + context + image,curious|inquisitive,curious|inquisitive,surprise,true,0.75,Dictionary majority vote.,false
open_vocab,dictionary,S0020,81,0,Elizabeth,You wanted to see me Professor Geller?,,joy,text + context + image,curious|polite,curious|polite,surprise,true,0.75,Dictionary majority vote.,false
open_vocab,llm,S0020,81,0,Elizabeth,You wanted to see me Professor Geller?,,joy,text + context + image,curious|polite,curious|polite,neutral,true,0.9,"The fine-grained emotions 'curious' and 'polite' align closely with a neutral tone, as they do not strongly indicate any of the other coarse emotion labels.",false
open_vocab,hybrid,S0020,81,0,Elizabeth,You wanted to see me Professor Geller?,,joy,text + context + image,curious|polite,curious|polite,surprise,true,0.75,Dictionary majority vote.,false
open_vocab,dictionary,S0021,82,3,Joey,"Yeah, he doesnt like me.","Joey: Pretty great! Except I did get a little attitude from the robot. Chandler: Damn those robots, theyre supposed to be our Joey: Anyway, it wasnt the robot, it was the guy who controls him.",anger,text + context + image,disappointment|resignation,disappointment|resignation,sadness,true,0.75,Dictionary majority vote.,false
open_vocab,llm,S0021,82,3,Joey,"Yeah, he doesnt like me.","Joey: Pretty great! Except I did get a little attitude from the robot. Chandler: Damn those robots, theyre supposed to be our Joey: Anyway, it wasnt the robot, it was the guy who controls him.",anger,text + context + image,disappointment|resignation,disappointment|resignation,sadness,true,0.9,"The fine-grained emotions 'disappointment' and 'resignation' align closely with the coarse label 'sadness,' as they reflect a sense of emotional letdown or acceptance of an unfavorable situation.",false
open_vocab,hybrid,S0021,82,3,Joey,"Yeah, he doesnt like me.","Joey: Pretty great! Except I did get a little attitude from the robot. Chandler: Damn those robots, theyre supposed to be our Joey: Anyway, it wasnt the robot, it was the guy who controls him.",anger,text + context + image,disappointment|resignation,disappointment|resignation,sadness,true,0.75,Dictionary majority vote.,false
open_vocab,dictionary,S0022,82,5,Joey,knock over the sandwich right when I was reaching for one!,"Joey: Anyway, it wasnt the robot, it was the guy who controls him. Joey: Yeah, he doesnt like me. Joey: He had C.H.E.E.S.E.",anger,text + context + image,frustration|annoyance,frustration|annoyance,anger,true,0.8500000000000001,Dictionary majority vote.,true
open_vocab,llm,S0022,82,5,Joey,knock over the sandwich right when I was reaching for one!,"Joey: Anyway, it wasnt the robot, it was the guy who controls him. Joey: Yeah, he doesnt like me. Joey: He had C.H.E.E.S.E.",anger,text + context + image,frustration|annoyance,frustration|annoyance,anger,true,0.9,"The fine-grained emotions 'frustration' and 'annoyance' align closely with the coarse label 'anger', as they both reflect irritation and displeasure in response to an event.",true
open_vocab,hybrid,S0022,82,5,Joey,knock over the sandwich right when I was reaching for one!,"Joey: Anyway, it wasnt the robot, it was the guy who controls him. Joey: Yeah, he doesnt like me. Joey: He had C.H.E.E.S.E.",anger,text + context + image,frustration|annoyance,frustration|annoyance,anger,true,0.8500000000000001,Dictionary majority vote.,true
open_vocab,dictionary,S0023,83,0,Monica,Oh good God! If you want a baby so bad just go steal it!,,anger,text + context + image,anger|frustration,anger|frustration,anger,true,0.75,Dictionary majority vote.,true
open_vocab,llm,S0023,83,0,Monica,Oh good God! If you want a baby so bad just go steal it!,,anger,text + context + image,anger|frustration,anger|frustration,anger,true,0.9,"The fine-grained emotions 'anger' and 'frustration' both map directly to the coarse label 'anger'. The tone of the utterance, including the exclamation 'Oh good God!' and the suggestion to 'steal a baby,' strongly indicates anger.",true
open_vocab,hybrid,S0023,83,0,Monica,Oh good God! If you want a baby so bad just go steal it!,,anger,text + context + image,anger|frustration,anger|frustration,anger,true,0.75,Dictionary majority vote.,true
open_vocab,dictionary,S0024,83,3,Monica,What?,Monica: Oh good God! If you want a baby so bad just go steal it! Monica: What is going on with you? Since when are you so crazy about babies? Chandler: Im not crazy about babies. Im crazy about us.,surprise,text + context + image,confusion|amusement,confusion|amusement,surprise,true,0.75,Dictionary tie; used first generated mapped emotion.,true
open_vocab,llm,S0024,83,3,Monica,What?,Monica: Oh good God! If you want a baby so bad just go steal it! Monica: What is going on with you? Since when are you so crazy about babies? Chandler: Im not crazy about babies. Im crazy about us.,surprise,text + context + image,confusion|amusement,confusion|amusement,surprise,true,0.9,"The fine-grained emotion 'confusion' aligns closely with the coarse label 'surprise', as confusion often involves an element of unexpectedness or astonishment.",true
open_vocab,hybrid,S0024,83,3,Monica,What?,Monica: Oh good God! If you want a baby so bad just go steal it! Monica: What is going on with you? Since when are you so crazy about babies? Chandler: Im not crazy about babies. Im crazy about us.,surprise,text + context + image,confusion|amusement,confusion|amusement,surprise,true,0.75,Dictionary tie; used first generated mapped emotion.,true
open_vocab,dictionary,S0026,86,2,Ross,Some days it's all I can think about.,"Ross: How we doing, you guys ready? Monica: Mom already called this morning to remind me not to wear my hair up. Did you know my ears are not my best feature?",neutral,text + context + image,preoccupation|self-consciousness,preoccupation|self-consciousness,unmapped,false,0.0,No normalized emotion word matched the dictionary.,false
open_vocab,llm,S0026,86,2,Ross,Some days it's all I can think about.,"Ross: How we doing, you guys ready? Monica: Mom already called this morning to remind me not to wear my hair up. Did you know my ears are not my best feature?",neutral,text + context + image,preoccupation|self-consciousness,preoccupation|self-consciousness,sadness,true,0.8,"The fine-grained emotion 'preoccupation' combined with 'self-consciousness' suggests a state of concern or worry, which aligns closely with the coarse label 'sadness'.",false
open_vocab,hybrid,S0026,86,2,Ross,Some days it's all I can think about.,"Ross: How we doing, you guys ready? Monica: Mom already called this morning to remind me not to wear my hair up. Did you know my ears are not my best feature?",neutral,text + context + image,preoccupation|self-consciousness,preoccupation|self-consciousness,sadness,true,0.8,"The fine-grained emotion 'preoccupation' combined with 'self-consciousness' suggests a state of concern or worry, which aligns closely with the coarse label 'sadness'.",false
open_vocab,dictionary,S0025,85,16,Joey,Ken Adams!!,"Rachel: I heard it from my friend Irene who heard it from some guy! Joey: Some guy!! Rachel: No. No, she told me his name was Ken Adams.",surprise,text + context + image,surprise|excitement,surprise|excitement,surprise,true,0.75,Dictionary tie; used first generated mapped emotion.,true
open_vocab,llm,S0025,85,16,Joey,Ken Adams!!,"Rachel: I heard it from my friend Irene who heard it from some guy! Joey: Some guy!! Rachel: No. No, she told me his name was Ken Adams.",surprise,text + context + image,surprise|excitement,surprise|excitement,surprise,true,0.9,The fine-grained emotion 'surprise' aligns directly with the MELD coarse label 'surprise'. The exclamation 'Ken Adams!!' and the repetition of 'Some guy!!' indicate a strong element of surprise.,true
open_vocab,hybrid,S0025,85,16,Joey,Ken Adams!!,"Rachel: I heard it from my friend Irene who heard it from some guy! Joey: Some guy!! Rachel: No. No, she told me his name was Ken Adams.",surprise,text + context + image,surprise|excitement,surprise|excitement,surprise,true,0.75,Dictionary tie; used first generated mapped emotion.,true
open_vocab,dictionary,S0027,88,1,Monica,"Well umm, Alexandra has been",Phoebe: I cant believe this! How long as this been going on?,neutral,text + context + image,hesitant|concerned,hesitant|concerned,fear,true,0.8500000000000001,Dictionary majority vote.,false
open_vocab,llm,S0027,88,1,Monica,"Well umm, Alexandra has been",Phoebe: I cant believe this! How long as this been going on?,neutral,text + context + image,hesitant|concerned,hesitant|concerned,fear,true,0.8,"The fine-grained emotions 'hesitant' and 'concerned' align closely with the coarse label 'fear,' as concern often involves elements of desperation or urgency.",false
open_vocab,hybrid,S0027,88,1,Monica,"Well umm, Alexandra has been",Phoebe: I cant believe this! How long as this been going on?,neutral,text + context + image,hesitant|concerned,hesitant|concerned,fear,true,0.8500000000000001,Dictionary majority vote.,false
open_vocab,dictionary,S0028,90,2,Rachel,"I don't know, I just kinda ran into him last night.","Rachel: Ok, Paulo, why don't you just go get dressed, and then you be on your way, ok, bye-bye. Monica: Rachel, how did this happen?",fear,text + context + image,confused|uncertain,confused|uncertain,surprise,true,0.75,Dictionary tie; used first generated mapped emotion.,false
open_vocab,llm,S0028,90,2,Rachel,"I don't know, I just kinda ran into him last night.","Rachel: Ok, Paulo, why don't you just go get dressed, and then you be on your way, ok, bye-bye. Monica: Rachel, how did this happen?",fear,text + context + image,confused|uncertain,confused|uncertain,neutral,true,0.9,"The fine-grained emotion 'confused|uncertain' aligns closely with the neutral label, as it reflects a lack of strong emotional expression or clarity.",false
open_vocab,hybrid,S0028,90,2,Rachel,"I don't know, I just kinda ran into him last night.","Rachel: Ok, Paulo, why don't you just go get dressed, and then you be on your way, ok, bye-bye. Monica: Rachel, how did this happen?",fear,text + context + image,confused|uncertain,confused|uncertain,surprise,true,0.75,Dictionary tie; used first generated mapped emotion.,false
open_vocab,dictionary,S0029,91,4,Joey,What is the big deal?,"Ross: It's breast milk. Phoebe: So? Rachel: Phoebe, that is juice, squeezed from a person.",anger,text + context + image,confusion|skepticism,confusion|skepticism,surprise,true,0.75,Dictionary majority vote.,false
