sample_id,utterance,context,gold_label,free_emotions,free_emotions_norm,mapped_label,mapping_method,mapping_confidence,mapping_reason,is_demo
S0049,"Hi! Oh, Im so glad you called.","Rachel: Oh, thank you thats very helpful, Im glad you came over. Rachel: Hello. Ross: Hi! Its me.",joy,joy|relief,joy|relief,joy,dictionary,0.8500000000000001,Dictionary majority vote over normalized emotion words.,false
S0052,Oh my God. You guys! You gotta come see this! There's some creep out there with a telescope!,"Chandler: I can't believe you would actually say that. I would much rather be Mr.Peanut than Mr.Salty. Joey: No way! Mr.Salty is a sailor, all right, he's got to be, like, thetoughest snack there is. Ross: I don't know, you don't wanna mess with corn nuts. They're craaazy.",fear,surprise|alarm,surprise|alarm,surprise,dictionary_tie_break,0.6,Dictionary labels tied; used first generated emotion as tie-break.,false
S0051,"Oh myThis is so embarrassing. Oh my God, Im never gonna get massaged again!",Phoebe: Oo God! Phoebe: What are you looking at?! Phoebe: I mean hi.,fear,embarrassed|frustrated,embarrassed|frustrated,anger,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0053,"On no! No! Its not good-bye, Im not leaving until you get on that plane.","Janice: Yknow? Janice: Besides, somebody had to ride in that other taxi with the rest of your luggage, and your friends dont really seem to care too much that youre leaving. Chandler: Well, were really not that close.  Okay, so I guess this is uh, good-bye then.",sadness,pleading|desperate,pleading|desperate,neutral,heuristic_llm_fallback,0.55,"Unresolved words: pleading, desperate; used text-level fallback.",false
S0054,I-I do though.,"Phoebe: Thats good. I got to admit, I thought it was something else. David: Yeah, I Well I really actually wanted to say umm, that, but um, I figured I probably shouldnt because yknow, Ihave to leave. Phoebe: Youre right! Youre right. Dont say it.",sadness,hesitant|uncertain,hesitant|uncertain,fear,dictionary,0.8500000000000001,Dictionary majority vote over normalized emotion words.,false
S0056,Chandler that's crazy!,"Chandler: Well, y'know, you and me, it had to end sometime. Monica: Why, exactly? Chandler: Because of the weekend, we had a fight.",surprise,surprise|amusement,surprise|amusement,surprise,dictionary_tie_break,0.6,Dictionary labels tied; used first generated emotion as tie-break.,false
S0055,Why are we in bed together?,Rachel: Ohhh!,surprise,confusion|surprise,confusion|surprise,surprise,dictionary,0.8500000000000001,Dictionary majority vote over normalized emotion words.,false
S0058,"See, yes.",Chandler: I know.,neutral,acknowledgment|casualness,acknowledgment|casualness,neutral,dictionary,0.8500000000000001,Dictionary majority vote over normalized emotion words.,false
S0057,I got my hair coloured!,Rachel: Sorry. Rachel: Im so exited! Rachel: Ive been waiting for this for months!,joy,excited|happy,excited|happy,joy,dictionary,0.8500000000000001,Dictionary majority vote over normalized emotion words.,false
S0059,I might've said that.  Why is that funny?,"Chandler: Yeah, I don't think he's up to meeting everyone yet. Rachel: I dont care! I wanna meet this guy who's the best sex she ever had! Chandler: Really?! That's what you heard?  You said that?",neutral,confusion|curiosity,confusion|curiosity,surprise,dictionary,0.8500000000000001,Dictionary majority vote over normalized emotion words.,false
S0060,"We did have fun, didn't we?","Rachel: It wouldn't have mattered anyway, Phoebe, you and I are, are gonna live together, we're roommates; that's the deal. Phoebe: Yes, but I wanted you to want to live with me, but okay, if you're having so much fun over here Rachel: Oh, it's so much more fun with you.",joy,nostalgic|affectionate,nostalgic|affectionate,sadness,dictionary_tie_break,0.6,Dictionary labels tied; used first generated emotion as tie-break.,false
S0062,"Eight and a half hours of aptitude tests, intelligence tests, personality tests... and what do I learn?","Monica: Yeah, well, is that Joey: I don't know. We're talking about whipped fish, Monica. I'm just happy I'm keeping it down, y'know? Rachel: My God! What happened to you?",disgust,frustration|exhaustion,frustration|exhaustion,anger,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0061,"Umm, going to the beach. When it stays light real late.","Tommy: What are you just some big, dumb, stupid, doofy idiot, with a doofy idiot hairdo, huh?! Tommy: Huh? Rachel: Whats your favourite thing about summertime?",neutral,reflective|content,reflective|content,neutral,dictionary_tie_break,0.6,Dictionary labels tied; used first generated emotion as tie-break.,false
S0064,"Well, I y'know, I was just, umm, I was just thinking and hoping, that umm, maybe youd want to get back together?",,fear,hopeful|nervous,hopeful|nervous,fear,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0063,"Well lets see, there was the guy with the ferrets, thats plural.","Ross: Hey. Chandler: Im never gonna find a roommate, ever. Phoebe: Why, nobody good?",disgust,reflective|amused,reflective|amused,neutral,dictionary_tie_break,0.6,Dictionary labels tied; used first generated emotion as tie-break.,false
S0065,What are you doing? We're going to a hospital.,"Ross: Monica, let's go. Come on now people, woman in labor. Chandler: Hey Ross, look what I've got going here. Ross: Yeah, save it for the cab, okay.",surprise,impatience|urgency,impatience|urgency,neutral,heuristic_llm_fallback,0.55,"Unresolved words: impatience, urgency; used text-level fallback.",false
S0066,"But we haven't seen each other since then. Well I land in China, guess who's in charge of the dig.",,surprise,surprise|curiosity,surprise|curiosity,surprise,dictionary,0.8500000000000001,Dictionary majority vote over normalized emotion words.,false
S0067,Have fun.,"Director: Aw come on Joey, it's easy. Director: Y'know, it's hand, hand, head, head,  up, pas de bouree, pas de bouree, big turn here, grand sissone, sissone, sissone, slide back, step, step, step, and jazz hands! Joey: It's ah, step-ity, step and jazz hands.",neutral,encouraging|supportive,encouraging|supportive,neutral,heuristic_llm_fallback,0.55,"Unresolved words: encouraging, supportive; used text-level fallback.",false
S0068,"Hey, hey, Yertle the Turtle. A classic.","Susan: Yes, I'm familiar with the concept. We can just look for it. Ross: Ok.  Wow, you guys sure have a lot of books about bein' a lesbian. Susan: Well, you know, you have to take a course. Otherwise, they don't let you do it.",joy,amused|playful,amused|playful,joy,dictionary,0.8500000000000001,Dictionary majority vote over normalized emotion words.,false
S0069,Someone on the subway licked my neck! Licked my neck!!,,disgust,shock|disgust,shock|disgust,surprise,dictionary_tie_break,0.6,Dictionary labels tied; used first generated emotion as tie-break.,false
S0070,"Oh, heres a great one.","Chandler: No, there are great pictures of you standing next to a guy whos going like this Phoebe: Oh my God! Thats the creep that youre with at the Chandler: I dont know what it is, I just cant take a good picture.",joy,excitement|anticipation,excitement|anticipation,joy,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0072,"Oh, what? What was it?","Phoebe Sr: Oh no, I-Im sorry, I guess we lost track of everybody after high school. Phoebe: Oh, okay. Well, so tell me everything about my parents. Everything. Phoebe Sr: Ohh, well. Y'know we were always together, in fact the had a nickname for the three of us.",surprise,curiosity|confusion,curiosity|confusion,surprise,dictionary,0.8500000000000001,Dictionary majority vote over normalized emotion words.,false
S0071,"Look, we have enough, just walk away.",Ross: Oh my god. Chandler: What? Ross: There's something new in the bowl.,fear,urgent|cautious,urgent|cautious,surprise,heuristic_llm_fallback,0.55,"Unresolved words: urgent, cautious; used text-level fallback.",false
S0073,Yknow what? You are right?!,"Monica: Hes not perfect, but umm, I think maybe I should just get it over with. Monica: Yknow, give him my flower. Rachel: Oh my God!! Do it!! Honey, youve waited",surprise,determination|hesitation,determination|hesitation,fear,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0074,Somebody seems to be missing being the hostess.,"Monica: Oh, I was thinking about having people over for the game. Joey: Oh yeah, whos playing? Monica: The players.",neutral,curious|concerned,curious|concerned,surprise,dictionary_tie_break,0.6,Dictionary labels tied; used first generated emotion as tie-break.,false
S0075,"Okay, okay, but Rachels gonna be here too, cant I just ask her this stuff?","Monica: Okay, if you need the vacuum, its in my closet on the left-hand side. Ah, the garbage bags are next to the refrigerator",neutral,hesitant|curious,hesitant|curious,fear,dictionary_tie_break,0.6,Dictionary labels tied; used first generated emotion as tie-break.,false
S0076,"Because youre still seeing him and uh, hes a good guy.",Chandler: Oh. Chandler: Oh right! Chandler: Right!,sadness,understanding|amused,understanding|amused,joy,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0078,What?,"Joey: I don't know. Rachel: You don't know anything. Joey: Ohh, I know one thing!",joy,confusion|curiosity,confusion|curiosity,surprise,dictionary,0.8500000000000001,Dictionary majority vote over normalized emotion words.,false
S0077,"Look, not that I enjoy talking about people who I went to high school with, cause I do, but umm, maybe we could talk about something else?","Chip: ...and then Zana, just let one rip!!",disgust,polite|reluctant,polite|reluctant,neutral,heuristic_llm_fallback,0.55,"Unresolved words: polite, reluctant; used text-level fallback.",false
S0080,This sounds like a hernia. You have toyou-youGo to the doctor!,"Joey: But um, I dont think its anything serious.",surprise,concern|urgency,concern|urgency,fear,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0079,"Well, maybe thats because youre closer to you. So you look bigger to you from where you are.","Joey: Ross-Ross-Ross-Ross! Stay away from that guy , and that guy . And that oneDude! Theyre all huge! Ross: They dont look any bigger than me!",anger,confident|playful,confident|playful,joy,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0082,Coming through!  Oh! Coming through!  Oh! Hello! Hi!  No! Right! Coming through!,,fear,urgent|alert,urgent|alert,surprise,heuristic_llm_fallback,0.55,"Unresolved words: urgent, alert; used text-level fallback.",false
S0081,"You guys, can we please not watch this all right.","Host: Welcome everybody, welcome to Amazing Discoveries! Phoebe: Oh, oh! It's on again!",disgust,annoyance|pleading,annoyance|pleading,anger,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0083,Oh!,"Phoebe: Coming through!  Oh! Coming through!  Oh! Hello! Hi!  No! Right! Coming through! Monica: Oh well, its not so bad. Fireman #1: Yeah, most of the damage is pretty mostly contained in the bedrooms.",surprise,surprise|alertness,surprise|alertness,surprise,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0084,Everythings ruined. My bed. My clothes. Look at my favorite blue sweater.,"Joey: Oh, how bad is it? Phoebe: Oh, its bad. Its really bad. The only thing in there that isnt burned is an ass. Which I do Chandler: Hows your room Rach?",sadness,distress|frustration,distress|frustration,anger,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0086,"Noo!  Oh, its okay, its okay, baby, baby, baby.","Joey: Sure. Chandler: See, I told you they dont swim. Joey: Wait. Give him a minute.",fear,reassuring|concerned,reassuring|concerned,fear,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0085,I'll sneak over as soon as Ross picks up Ben.,Monica: I can't wait to be with you!,neutral,anticipation|caution,anticipation|caution,surprise,heuristic_llm_fallback,0.55,"Unresolved words: anticipation, caution; used text-level fallback.",false
S0088,Shh!,"Dr. Oberman: Umm, I'm actually a first year resident, but I get that a lot, you see, I-I graduated early Phoebe: Uh-huh, me too. Ross, maybe I should've specified that I'd be needing a grown up doctor. Dr. Oberman: Oh no, I'm fully qualified to",anger,anticipation|caution,anticipation|caution,neutral,heuristic_llm_fallback,0.55,"Unresolved words: anticipation, caution; used text-level fallback.",false
S0087,"Well, its about time.","Ross: Hey! Chandler: Hi! Bye! Ross: Okay, Im done with my choices, these are final.",anger,impatience|resignation,impatience|resignation,neutral,heuristic_llm_fallback,0.55,"Unresolved words: impatience, resignation; used text-level fallback.",false
S0090,I ate a bug.,"Carol: No. But its okay, Ill just put out pickles or something. Phoebe: Ross, thank God. Ross: Pheebs? What, why are you whispering?",disgust,shock|humor,shock|humor,surprise,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0089,"I mean its pretty unbelievable y'know, I mean they just took off, took off without even looking back.",Ross: ....right? Ross: Right?,anger,amazement|bewilderment,amazement|bewilderment,neutral,heuristic_llm_fallback,0.55,"Unresolved words: amazement, bewilderment; used text-level fallback.",false
S0091,"Look, I-I-I am sorry that Rachel dumped you cause she fell in love with that Mark guy, and you are the innocent victim in all of this, but dont punish your friends for what Rachel did to you.","Carol: Listen, we both know youre gonna do it cause youre not a jerk. Carol: So you can either sulk here for a half hour and then go pick them up, or save us both time and sulk in the car. Ross: No, Rachel doesnt want me to....",neutral,sympathy|persuasion,sympathy|persuasion,neutral,heuristic_llm_fallback,0.55,"Unresolved words: sympathy, persuasion; used text-level fallback.",false
S0092,"Its just a healthy expression of female sexuality, which by the way, you will never understand.","Joey: Okay, look Im sorry, I went in there to take a nap and I know I shouldnt have, but you got porn! Rachel: Hey-hey, yknow what? Rachel: Theres nothing wrong with a woman enjoying a littleerotica.",anger,defensive|assertive,defensive|assertive,anger,dictionary,0.8500000000000001,Dictionary majority vote over normalized emotion words.,false
S0093,"Dad, please dont pick your teeth out here!",,disgust,annoyed|impatient,annoyed|impatient,anger,dictionary,0.8500000000000001,Dictionary majority vote over normalized emotion words.,false
S0094,It made me nuts.,"Joey: Hold it, hold it. Joey: I gotta side with Chandler on this one. Joey: When I first moved to the city, I went out a couple of times with this girl, really hot, great kisser, but she had the biggest Adam's apple.",disgust,frustration|annoyance,frustration|annoyance,anger,dictionary,0.8500000000000001,Dictionary majority vote over normalized emotion words.,false
S0095,"You gotta help me out here, you gotta set me up, you gotta get me back in the game.","Monica: And y'know what, I just realised, in the last year Ive only gone out with two guys, Richard and Julio.",fear,desperation|hopefulness,desperation|hopefulness,neutral,heuristic_llm_fallback,0.55,"Unresolved words: desperation, hopefulness; used text-level fallback.",false
S0096,"So, rocks.","Ross: I know I miss you too. I can't wait to see you. I love you. Bye. Chandler: Okay, what is in here? Rocks? Ross: No-no, this is my collection of fossil samples.",disgust,confusion|skepticism,confusion|skepticism,surprise,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0097,"Ohh. Hey, remember when I ran into this thing  and it kinda knocked me out a little?","Ross: No-no, this is my collection of fossil samples. Chandler: So, rocks. Ross: I'm really gonna miss this apartment. Y'know, Ben-Ben took his first steps right over there.",joy,nostalgic|reflective,nostalgic|reflective,sadness,dictionary_tie_break,0.6,Dictionary labels tied; used first generated emotion as tie-break.,false
S0098,"Youre going to a clinic, and a pyjama store!","Chandler: No-no! Chandler: No, no-n-n-n-no!! Chandler: You are going to a clinic!",disgust,confusion|frustration,confusion|frustration,surprise,dictionary_tie_break,0.6,Dictionary labels tied; used first generated emotion as tie-break.,false
